Analysis Neighborhood,Incident Year-Month,Incident Datetime
Lone Mountain/USF,2019-12,50
Lone Mountain/USF,2020-01,58
Lone Mountain/USF,2020-02,48
Lone Mountain/USF,2020-03,44
Lone Mountain/USF,2020-04,35
Lone Mountain/USF,2020-05,40
Lone Mountain/USF,2020-06,60
Lone Mountain/USF,2020-07,75
Lone Mountain/USF,2020-08,43
Lone Mountain/USF,2020-09,60
Lone Mountain/USF,2020-10,48
Lone Mountain/USF,2020-11,51
Lone Mountain/USF,2020-12,68
Lone Mountain/USF,2021-01,45
Lone Mountain/USF,2021-02,53
Lone Mountain/USF,2021-03,56
Lone Mountain/USF,2021-04,30
Lone Mountain/USF,2021-05,48
Lone Mountain/USF,2021-06,54
Lone Mountain/USF,2021-07,43
Lone Mountain/USF,2021-08,44
Lone Mountain/USF,2021-09,27
Lone Mountain/USF,2021-10,37
Lone Mountain/USF,2021-11,48
Lone Mountain/USF,2021-12,52
Lone Mountain/USF,2022-01,45
Lone Mountain/USF,2022-02,55
Lone Mountain/USF,2022-03,50
Lone Mountain/USF,2022-04,48
Lone Mountain/USF,2022-05,54
Lone Mountain/USF,2022-06,47
Lone Mountain/USF,2022-07,42
Lone Mountain/USF,2022-08,53
Lone Mountain/USF,2022-09,53
Lone Mountain/USF,2022-10,41
Lone Mountain/USF,2022-11,44
Lone Mountain/USF,2022-12,42
Marina,2018-01,94
Marina,2018-02,86
Marina,2018-03,92
Marina,2018-04,71
Marina,2018-05,84
Marina,2018-06,84
Marina,2018-07,91
Marina,2018-08,91
Marina,2018-09,93
Marina,2018-10,90
Marina,2018-11,73
Marina,2018-12,82
Marina,2019-01,83
Marina,2019-02,90
Marina,2019-03,81
Marina,2019-04,94
Marina,2019-05,70
Marina,2019-06,99
Marina,2019-07,93
Marina,2019-08,123
Marina,2019-09,84
Marina,2019-10,102
Marina,2019-11,101
Marina,2019-12,115
Marina,2020-01,102
Marina,2020-02,83
Marina,2020-03,63
Marina,2020-04,73
Marina,2020-05,92
Marina,2020-06,95
Marina,2020-07,117
Marina,2020-08,134
Marina,2020-09,112
Marina,2020-10,97
Marina,2020-11,115
Marina,2020-12,130
Marina,2021-01,157
Marina,2021-02,104
Marina,2021-03,120
Marina,2021-04,108
Marina,2021-05,160
Marina,2021-06,131
Marina,2021-07,130
Marina,2021-08,119
Marina,2021-09,128
Marina,2021-10,120
Marina,2021-11,122
Marina,2021-12,118
Marina,2022-01,110
Marina,2022-02,108
Marina,2022-03,105
Marina,2022-04,92
Marina,2022-05,96
Marina,2022-06,95
Marina,2022-07,130
Marina,2022-08,93
Marina,2022-09,146
Marina,2022-10,106
Marina,2022-11,77
Marina,2022-12,104
McLaren Park,2018-01,2
McLaren Park,2018-02,4
McLaren Park,2018-03,3
McLaren Park,2018-04,5
McLaren Park,2018-05,5
McLaren Park,2018-06,2
McLaren Park,2018-07,2
McLaren Park,2018-08,5
McLaren Park,2018-09,2
McLaren Park,2018-10,3
McLaren Park,2018-11,4
McLaren Park,2018-12,3
McLaren Park,2019-01,4
McLaren Park,2019-02,5
McLaren Park,2019-03,4
McLaren Park,2019-04,3
McLaren Park,2019-05,10
McLaren Park,2019-06,5
McLaren Park,2019-07,1
McLaren Park,2019-08,5
McLaren Park,2019-09,2
McLaren Park,2019-10,8
McLaren Park,2019-11,4
McLaren Park,2019-12,7
McLaren Park,2020-01,1
McLaren Park,2020-02,7
McLaren Park,2020-03,4
McLaren Park,2020-04,3
McLaren Park,2020-05,8
McLaren Park,2020-06,2
McLaren Park,2020-08,8
McLaren Park,2020-09,5
McLaren Park,2020-10,7
McLaren Park,2020-11,5
McLaren Park,2020-12,13
McLaren Park,2021-01,10
McLaren Park,2021-02,1
McLaren Park,2021-03,6
McLaren Park,2021-04,4
McLaren Park,2021-05,7
McLaren Park,2021-06,3
McLaren Park,2021-07,5
McLaren Park,2021-08,7
McLaren Park,2021-09,5
McLaren Park,2021-10,5
McLaren Park,2021-11,5
McLaren Park,2021-12,3
McLaren Park,2022-01,9
McLaren Park,2022-02,7
McLaren Park,2022-03,3
McLaren Park,2022-04,4
McLaren Park,2022-06,6
McLaren Park,2022-07,7
McLaren Park,2022-08,6
McLaren Park,2022-09,2
McLaren Park,2022-10,9
McLaren Park,2022-11,7
McLaren Park,2022-12,5
Mission,2018-01,377
Mission,2018-02,373
Mission,2018-03,422
Mission,2018-04,409
Mission,2018-05,454
Mission,2018-06,419
Mission,2018-07,427
Mission,2018-08,429
Mission,2018-09,380
Mission,2018-10,374
Mission,2018-11,329
Mission,2018-12,348
Mission,2019-01,330
Mission,2019-02,268
Mission,2019-03,390
Mission,2019-04,318
Mission,2019-05,369
Mission,2019-06,339
Mission,2019-07,377
Mission,2019-08,409
Mission,2019-09,407
Mission,2019-10,447
Mission,2019-11,378
Mission,2019-12,353
Mission,2020-01,390
Mission,2020-02,389
Mission,2020-03,343
Mission,2020-04,279
Mission,2020-05,282
Mission,2020-06,270
Mission,2020-07,253
Mission,2020-08,283
Mission,2020-09,286
Mission,2020-10,279
Mission,2020-11,287
Mission,2020-12,272
Mission,2021-01,334
Mission,2021-02,275
Mission,2021-03,284
Mission,2021-04,311
Mission,2021-05,341
Mission,2021-06,300
Mission,2021-07,387
Mission,2021-08,418
Mission,2021-09,314
Mission,2021-10,397
Mission,2021-11,429
Mission,2021-12,418
Mission,2022-01,394
Mission,2022-02,379
Mission,2022-03,394
Mission,2022-04,343
Mission,2022-05,339
Mission,2022-06,369
Mission,2022-07,344
Mission,2022-08,398
Mission,2022-09,449
Mission,2022-10,383
Mission,2022-11,336
Mission,2022-12,352
Mission Bay,2018-01,66
Mission Bay,2018-02,38
Mission Bay,2018-03,53
Mission Bay,2018-04,51
Mission Bay,2018-05,49
Mission Bay,2018-06,46
Mission Bay,2018-07,58
Mission Bay,2018-08,42
Mission Bay,2018-09,51
Mission Bay,2018-10,49
Mission Bay,2018-11,42
Mission Bay,2018-12,53
Mission Bay,2019-01,40
Mission Bay,2019-02,30
Mission Bay,2019-03,42
Mission Bay,2019-04,43
Mission Bay,2019-05,46
Mission Bay,2019-06,48
Mission Bay,2019-07,60
Mission Bay,2019-08,55
Mission Bay,2019-09,43
Mission Bay,2019-10,49
Mission Bay,2019-11,64
Mission Bay,2019-12,36
Mission Bay,2020-01,43
Mission Bay,2020-02,63
Mission Bay,2020-03,54
Mission Bay,2020-04,36
Mission Bay,2020-05,37
Mission Bay,2020-06,48
Mission Bay,2020-07,54
Mission Bay,2020-08,50
Mission Bay,2020-09,33
Mission Bay,2020-10,44
Mission Bay,2020-11,35
Mission Bay,2020-12,68
Mission Bay,2021-01,63
Mission Bay,2021-02,53
Mission Bay,2021-03,55
Mission Bay,2021-04,45
Mission Bay,2021-05,72
Mission Bay,2021-06,43
Mission Bay,2021-07,48
Mission Bay,2021-08,57
Mission Bay,2021-09,82
Mission Bay,2021-10,70
Mission Bay,2021-11,69
Mission Bay,2021-12,59
Mission Bay,2022-01,51
Mission Bay,2022-02,50
Mission Bay,2022-03,48
Mission Bay,2022-04,59
Mission Bay,2022-05,51
Mission Bay,2022-06,66
Mission Bay,2022-07,36
Mission Bay,2022-08,49
Mission Bay,2022-09,56
Mission Bay,2022-10,50
Mission Bay,2022-11,54
Mission Bay,2022-12,43
Nob Hill,2018-01,106
Nob Hill,2018-02,89
Nob Hill,2018-03,99
Nob Hill,2018-04,95
Nob Hill,2018-05,78
Nob Hill,2018-06,100
Nob Hill,2018-07,109
Nob Hill,2018-08,115
Nob Hill,2018-09,97
Nob Hill,2018-10,97
Nob Hill,2018-11,101
Nob Hill,2018-12,92
Nob Hill,2019-01,90
Nob Hill,2019-02,100
Nob Hill,2019-03,91
Nob Hill,2019-04,120
Nob Hill,2019-05,124
Nob Hill,2019-06,115
Nob Hill,2019-07,128
Nob Hill,2019-08,107
Nob Hill,2019-09,106
Nob Hill,2019-10,111
Nob Hill,2019-11,125
Nob Hill,2019-12,110
Nob Hill,2020-01,127
Nob Hill,2020-02,102
Nob Hill,2020-03,89
Nob Hill,2020-04,100
Nob Hill,2020-05,113
Nob Hill,2020-06,79
Nob Hill,2020-07,94
Nob Hill,2020-08,80
Nob Hill,2020-09,74
Nob Hill,2020-10,103
Nob Hill,2020-11,88
Nob Hill,2020-12,70
Nob Hill,2021-01,116
Nob Hill,2021-02,76
Nob Hill,2021-03,106
Nob Hill,2021-04,89
Nob Hill,2021-05,93
Nob Hill,2021-06,83
Nob Hill,2021-07,96
Nob Hill,2021-08,90
Nob Hill,2021-09,84
Nob Hill,2021-10,115
Nob Hill,2021-11,97
Nob Hill,2021-12,105
Nob Hill,2022-01,117
Nob Hill,2022-02,98
Nob Hill,2022-03,102
Nob Hill,2022-04,94
Nob Hill,2022-05,89
Nob Hill,2022-06,94
Nob Hill,2022-07,83
Nob Hill,2022-08,79
Nob Hill,2022-09,109
Nob Hill,2022-10,129
Nob Hill,2022-11,86
Nob Hill,2022-12,99
Noe Valley,2018-01,44
Noe Valley,2018-02,38
Noe Valley,2018-03,32
Noe Valley,2018-04,36
Noe Valley,2018-05,38
Noe Valley,2018-06,31
Noe Valley,2018-07,47
Noe Valley,2018-08,66
Noe Valley,2018-09,29
Noe Valley,2018-10,40
Noe Valley,2018-11,33
Noe Valley,2018-12,31
Noe Valley,2019-01,38
Noe Valley,2019-02,30
Noe Valley,2019-03,37
Noe Valley,2019-04,37
Noe Valley,2019-05,39
Noe Valley,2019-06,21
Noe Valley,2019-07,45
Noe Valley,2019-08,43
Noe Valley,2019-09,36
Noe Valley,2019-10,30
Noe Valley,2019-11,43
Noe Valley,2019-12,44
Noe Valley,2020-01,43
Noe Valley,2020-02,34
Noe Valley,2020-03,30
Noe Valley,2020-04,54
Noe Valley,2020-05,49
Noe Valley,2020-06,45
Noe Valley,2020-07,48
Noe Valley,2020-08,29
Noe Valley,2020-09,29
Noe Valley,2020-10,56
Noe Valley,2020-11,56
Noe Valley,2020-12,84
Noe Valley,2021-01,73
Noe Valley,2021-02,72
Noe Valley,2021-03,54
Noe Valley,2021-04,32
Noe Valley,2021-05,59
Noe Valley,2021-06,60
Noe Valley,2021-07,69
Noe Valley,2021-08,50
Noe Valley,2021-09,51
Noe Valley,2021-10,46
Noe Valley,2021-11,48
Noe Valley,2021-12,51
Noe Valley,2022-01,49
Noe Valley,2022-02,46
Noe Valley,2022-03,39
Noe Valley,2022-04,43
Noe Valley,2022-05,36
Noe Valley,2022-06,57
Noe Valley,2022-07,50
Noe Valley,2022-08,47
Noe Valley,2022-09,52
Noe Valley,2022-10,56
Noe Valley,2022-11,53
Noe Valley,2022-12,39
North Beach,2018-01,137
North Beach,2018-02,128
North Beach,2018-03,141
North Beach,2018-04,127
North Beach,2018-05,143
North Beach,2018-06,153
North Beach,2018-07,182
North Beach,2018-08,208
North Beach,2018-09,170
North Beach,2018-10,159
North Beach,2018-11,137
North Beach,2018-12,131
North Beach,2019-01,107
North Beach,2019-02,112
North Beach,2019-03,93
North Beach,2019-04,107
North Beach,2019-05,129
North Beach,2019-06,158
North Beach,2019-07,169
North Beach,2019-08,161
North Beach,2019-09,122
North Beach,2019-10,202
North Beach,2019-11,97
North Beach,2019-12,138
North Beach,2020-01,118
North Beach,2020-02,93
North Beach,2020-03,67
North Beach,2020-04,48
North Beach,2020-05,51
North Beach,2020-06,54
North Beach,2020-07,76
North Beach,2020-08,125
North Beach,2020-09,58
North Beach,2020-10,95
North Beach,2020-11,109
North Beach,2020-12,100
North Beach,2021-01,105
North Beach,2021-02,102
North Beach,2021-03,114
North Beach,2021-04,125
North Beach,2021-05,241
North Beach,2021-06,207
North Beach,2021-07,173
North Beach,2021-08,129
North Beach,2021-09,184
North Beach,2021-10,223
North Beach,2021-11,187
North Beach,2021-12,148
North Beach,2022-01,135
North Beach,2022-02,152
North Beach,2022-03,170
North Beach,2022-04,93
North Beach,2022-05,111
North Beach,2022-06,132
North Beach,2022-07,184
North Beach,2022-08,190
North Beach,2022-09,239
North Beach,2022-10,186
North Beach,2022-11,151
North Beach,2022-12,154
Oceanview/Merced/Ingleside,2018-01,61
Oceanview/Merced/Ingleside,2018-02,41
Oceanview/Merced/Ingleside,2018-03,41
Oceanview/Merced/Ingleside,2018-04,42
Oceanview/Merced/Ingleside,2018-05,36
Oceanview/Merced/Ingleside,2018-06,49
Oceanview/Merced/Ingleside,2018-07,39
Oceanview/Merced/Ingleside,2018-08,37
Oceanview/Merced/Ingleside,2018-09,62
Oceanview/Merced/Ingleside,2018-10,45
Oceanview/Merced/Ingleside,2018-11,51
Oceanview/Merced/Ingleside,2018-12,36
Oceanview/Merced/Ingleside,2019-01,43
Oceanview/Merced/Ingleside,2019-02,27
Oceanview/Merced/Ingleside,2019-03,30
Oceanview/Merced/Ingleside,2019-04,40
Oceanview/Merced/Ingleside,2019-05,26
Oceanview/Merced/Ingleside,2019-06,39
Oceanview/Merced/Ingleside,2019-07,47
Oceanview/Merced/Ingleside,2019-08,39
Oceanview/Merced/Ingleside,2019-09,50
Oceanview/Merced/Ingleside,2019-10,47
Oceanview/Merced/Ingleside,2019-11,38
Oceanview/Merced/Ingleside,2019-12,42
Oceanview/Merced/Ingleside,2020-01,42
Oceanview/Merced/Ingleside,2020-02,30
Oceanview/Merced/Ingleside,2020-03,18
Oceanview/Merced/Ingleside,2020-04,20
Oceanview/Merced/Ingleside,2020-05,41
Oceanview/Merced/Ingleside,2020-06,46
Oceanview/Merced/Ingleside,2020-07,33
Oceanview/Merced/Ingleside,2020-08,32
Oceanview/Merced/Ingleside,2020-09,27
Oceanview/Merced/Ingleside,2020-10,30
Oceanview/Merced/Ingleside,2020-11,46
Oceanview/Merced/Ingleside,2020-12,50
Oceanview/Merced/Ingleside,2021-01,62
Oceanview/Merced/Ingleside,2021-02,33
Oceanview/Merced/Ingleside,2021-03,36
Oceanview/Merced/Ingleside,2021-04,52
Oceanview/Merced/Ingleside,2021-05,48
Oceanview/Merced/Ingleside,2021-06,51
Oceanview/Merced/Ingleside,2021-07,58
Oceanview/Merced/Ingleside,2021-08,38
Oceanview/Merced/Ingleside,2021-09,53
Oceanview/Merced/Ingleside,2021-10,40
Oceanview/Merced/Ingleside,2021-11,44
Oceanview/Merced/Ingleside,2021-12,41
Oceanview/Merced/Ingleside,2022-01,48
Oceanview/Merced/Ingleside,2022-02,46
Oceanview/Merced/Ingleside,2022-03,42
Oceanview/Merced/Ingleside,2022-04,29
Oceanview/Merced/Ingleside,2022-05,36
Oceanview/Merced/Ingleside,2022-06,42
Oceanview/Merced/Ingleside,2022-07,54
Oceanview/Merced/Ingleside,2022-08,37
Oceanview/Merced/Ingleside,2022-09,44
Oceanview/Merced/Ingleside,2022-10,40
Oceanview/Merced/Ingleside,2022-11,53
Oceanview/Merced/Ingleside,2022-12,52
Outer Mission,2018-01,51
Outer Mission,2018-02,53
Outer Mission,2018-03,46
Outer Mission,2018-04,38
Outer Mission,2018-05,53
Outer Mission,2018-06,44
Outer Mission,2018-07,56
Outer Mission,2018-08,44
Outer Mission,2018-09,57
Outer Mission,2018-10,53
Outer Mission,2018-11,51
Outer Mission,2018-12,67
Outer Mission,2019-01,51
Outer Mission,2019-02,30
Outer Mission,2019-03,46
Outer Mission,2019-04,48
Outer Mission,2019-05,65
Outer Mission,2019-06,46
Outer Mission,2019-07,47
Outer Mission,2019-08,51
Outer Mission,2019-09,59
Outer Mission,2019-10,71
Outer Mission,2019-11,51
Outer Mission,2019-12,57
Outer Mission,2020-01,40
Outer Mission,2020-02,54
Outer Mission,2020-03,54
Outer Mission,2020-04,50
Outer Mission,2020-05,58
Outer Mission,2020-06,62
Outer Mission,2020-07,68
Outer Mission,2020-08,45
Outer Mission,2020-09,57
Outer Mission,2020-10,58
Outer Mission,2020-11,55
Outer Mission,2020-12,79
Outer Mission,2021-01,65
Outer Mission,2021-02,54
Outer Mission,2021-03,56
Outer Mission,2021-04,51
Outer Mission,2021-05,71
Outer Mission,2021-06,55
Outer Mission,2021-07,51
Outer Mission,2021-08,59
Outer Mission,2021-09,55
Outer Mission,2021-10,63
Outer Mission,2021-11,65
Outer Mission,2021-12,47
Outer Mission,2022-01,51
Outer Mission,2022-02,42
Outer Mission,2022-03,63
Outer Mission,2022-04,44
Outer Mission,2022-05,40
Outer Mission,2022-06,41
Outer Mission,2022-07,61
Outer Mission,2022-08,63
Outer Mission,2022-09,70
Outer Mission,2022-10,57
Outer Mission,2022-11,78
Outer Mission,2022-12,69
Outer Richmond,2018-01,89
Outer Richmond,2018-02,59
Outer Richmond,2018-03,56
Outer Richmond,2018-04,69
Outer Richmond,2018-05,73
Outer Richmond,2018-06,83
Outer Richmond,2018-07,68
Outer Richmond,2018-08,82
Outer Richmond,2018-09,65
Outer Richmond,2018-10,71
Outer Richmond,2018-11,51
Outer Richmond,2018-12,77
Outer Richmond,2019-01,97
Outer Richmond,2019-02,63
Outer Richmond,2019-03,69
Outer Richmond,2019-04,70
Outer Richmond,2019-05,76
Outer Richmond,2019-06,85
Outer Richmond,2019-07,102
Outer Richmond,2019-08,100
Outer Richmond,2019-09,105
Outer Richmond,2019-10,151
Outer Richmond,2019-11,101
Outer Richmond,2019-12,96
Outer Richmond,2020-01,99
Outer Richmond,2020-02,69
Outer Richmond,2020-03,83
Outer Richmond,2020-04,60
Outer Richmond,2020-05,77
Outer Richmond,2020-06,60
Outer Richmond,2020-07,90
Outer Richmond,2020-08,91
Outer Richmond,2020-09,88
Outer Richmond,2020-10,88
Outer Richmond,2020-11,103
Outer Richmond,2020-12,94
Outer Richmond,2021-01,111
Outer Richmond,2021-02,106
Outer Richmond,2021-03,78
Outer Richmond,2021-04,69
Outer Richmond,2021-05,106
Outer Richmond,2021-06,126
Outer Richmond,2021-07,96
Outer Richmond,2021-08,91
Outer Richmond,2021-09,92
Outer Richmond,2021-10,104
Outer Richmond,2021-11,87
Outer Richmond,2021-12,81
Outer Richmond,2022-01,97
Outer Richmond,2022-02,76
Outer Richmond,2022-03,100
Outer Richmond,2022-04,93
Outer Richmond,2022-05,86
Outer Richmond,2022-06,94
Outer Richmond,2022-07,89
Outer Richmond,2022-08,107
Outer Richmond,2022-09,89
Outer Richmond,2022-10,105
Outer Richmond,2022-11,63
Outer Richmond,2022-12,92
Pacific Heights,2018-01,63
Pacific Heights,2018-02,41
Pacific Heights,2018-03,56
Pacific Heights,2018-04,48
Pacific Heights,2018-05,71
Pacific Heights,2018-06,63
Pacific Heights,2018-07,64
Pacific Heights,2018-08,57
Pacific Heights,2018-09,60
Pacific Heights,2018-10,57
Pacific Heights,2018-11,51
Pacific Heights,2018-12,66
Pacific Heights,2019-01,41
Pacific Heights,2019-02,59
Pacific Heights,2019-03,58
Pacific Heights,2019-04,79
Pacific Heights,2019-05,77
Pacific Heights,2019-06,67
Pacific Heights,2019-07,67
Pacific Heights,2019-08,54
Pacific Heights,2019-09,74
Pacific Heights,2019-10,68
Pacific Heights,2019-11,58
Pacific Heights,2019-12,61
Pacific Heights,2020-01,45
Pacific Heights,2020-02,56
Pacific Heights,2020-03,92
Pacific Heights,2020-04,61
Pacific Heights,2020-05,81
Pacific Heights,2020-06,88
Pacific Heights,2020-07,95
Pacific Heights,2020-08,85
Pacific Heights,2020-09,68
Pacific Heights,2020-10,93
Pacific Heights,2020-11,86
Pacific Heights,2020-12,59
Pacific Heights,2021-01,97
Pacific Heights,2021-02,68
Pacific Heights,2021-03,71
Pacific Heights,2021-04,87
Pacific Heights,2021-05,84
Pacific Heights,2021-06,83
Pacific Heights,2021-07,72
Pacific Heights,2021-08,78
Pacific Heights,2021-09,72
Pacific Heights,2021-10,76
Pacific Heights,2021-11,68
Pacific Heights,2021-12,81
Pacific Heights,2022-01,73
Pacific Heights,2022-02,78
Pacific Heights,2022-03,67
Pacific Heights,2022-04,79
Pacific Heights,2022-05,52
Pacific Heights,2022-06,51
Pacific Heights,2022-07,69
Pacific Heights,2022-08,52
Pacific Heights,2022-09,65
Pacific Heights,2022-10,66
Pacific Heights,2022-11,63
Pacific Heights,2022-12,64
Portola,2018-01,68
Portola,2018-02,36
Portola,2018-03,47
Portola,2018-04,45
Portola,2018-05,53
Portola,2018-06,36
Portola,2018-07,59
Portola,2018-08,55
Portola,2018-09,46
Portola,2018-10,50
Portola,2018-11,62
Portola,2018-12,48
Portola,2019-01,56
Portola,2019-02,52
Portola,2019-03,55
Portola,2019-04,45
Portola,2019-05,58
Portola,2019-06,41
Portola,2019-07,70
Portola,2019-08,58
Portola,2019-09,73
Portola,2019-10,85
Portola,2019-11,51
Portola,2019-12,40
Portola,2020-01,54
Portola,2020-02,54
Portola,2020-03,41
Portola,2020-04,38
Portola,2020-05,44
Portola,2020-06,55
Portola,2020-07,58
Portola,2020-08,35
Portola,2020-09,36
Portola,2020-10,46
Portola,2020-11,62
Portola,2020-12,71
Portola,2021-01,70
Portola,2021-02,57
Portola,2021-03,44
Portola,2021-04,42
Portola,2021-05,54
Portola,2021-06,53
Portola,2021-07,46
Portola,2021-08,61
Portola,2021-09,49
Portola,2021-10,48
Portola,2021-11,40
Portola,2021-12,41
Portola,2022-01,51
Portola,2022-02,57
Portola,2022-03,38
Portola,2022-04,51
Portola,2022-05,45
Portola,2022-06,42
Portola,2022-07,49
Portola,2022-08,56
Portola,2022-09,57
Portola,2022-10,78
Portola,2022-11,41
Portola,2022-12,56
Potrero Hill,2018-01,67
Potrero Hill,2018-02,56
Potrero Hill,2018-03,51
Potrero Hill,2018-04,67
Potrero Hill,2018-05,64
Potrero Hill,2018-06,57
Potrero Hill,2018-07,61
Potrero Hill,2018-08,72
Potrero Hill,2018-09,42
Potrero Hill,2018-10,54
Potrero Hill,2018-11,43
Potrero Hill,2018-12,50
Potrero Hill,2019-01,72
Potrero Hill,2019-02,44
Potrero Hill,2019-03,52
Potrero Hill,2019-04,52
Potrero Hill,2019-05,59
Potrero Hill,2019-06,51
Potrero Hill,2019-07,69
Potrero Hill,2019-08,58
Potrero Hill,2019-09,50
Potrero Hill,2019-10,61
Potrero Hill,2019-11,76
Potrero Hill,2019-12,71
Potrero Hill,2020-01,63
Potrero Hill,2020-02,75
Potrero Hill,2020-03,55
Potrero Hill,2020-04,74
Potrero Hill,2020-05,62
Potrero Hill,2020-06,63
Potrero Hill,2020-07,76
Potrero Hill,2020-08,76
Potrero Hill,2020-09,57
Potrero Hill,2020-10,60
Potrero Hill,2020-11,87
Potrero Hill,2020-12,96
Potrero Hill,2021-01,79
Potrero Hill,2021-02,65
Potrero Hill,2021-03,65
Potrero Hill,2021-04,74
Potrero Hill,2021-05,65
Potrero Hill,2021-06,68
Potrero Hill,2021-07,67
Potrero Hill,2021-08,73
Potrero Hill,2021-09,53
Potrero Hill,2021-10,62
Potrero Hill,2021-11,67
Potrero Hill,2021-12,88
Potrero Hill,2022-01,76
Potrero Hill,2022-02,68
Potrero Hill,2022-03,63
Potrero Hill,2022-04,53
Potrero Hill,2022-05,71
Potrero Hill,2022-06,52
Potrero Hill,2022-07,69
Potrero Hill,2022-08,75
Potrero Hill,2022-09,64
Potrero Hill,2022-10,81
Potrero Hill,2022-11,66
Potrero Hill,2022-12,53
Presidio,2018-01,10
Presidio,2018-02,3
Presidio,2018-03,13
Presidio,2018-04,9
Presidio,2018-05,11
Presidio,2018-06,18
Presidio,2018-07,9
Presidio,2018-08,10
Presidio,2018-09,7
Presidio,2018-10,6
Presidio,2018-11,12
Presidio,2018-12,13
Presidio,2019-01,13
Presidio,2019-02,23
Presidio,2019-03,11
Presidio,2019-04,17
Presidio,2019-05,32
Presidio,2019-06,24
Presidio,2019-07,20
Presidio,2019-08,24
Presidio,2019-09,19
Presidio,2019-10,14
Presidio,2019-11,7
Presidio,2019-12,21
Presidio,2020-01,19
Presidio,2020-02,12
Presidio,2020-03,7
Presidio,2020-04,1
Presidio,2020-05,3
Presidio,2020-06,9
Presidio,2020-07,11
Presidio,2020-08,14
Presidio,2020-09,9
Presidio,2020-10,14
Presidio,2020-11,25
Presidio,2020-12,11
Presidio,2021-01,17
Presidio,2021-02,21
Presidio,2021-03,18
Presidio,2021-04,35
Presidio,2021-05,18
Presidio,2021-06,15
Presidio,2021-07,16
Presidio,2021-08,5
Presidio,2021-09,3
Presidio,2021-10,11
Presidio,2021-11,14
Presidio,2021-12,7
Presidio,2022-01,1
Presidio,2022-02,4
Presidio,2022-03,5
Presidio,2022-04,4
Presidio,2022-05,2
Presidio,2022-06,6
Presidio,2022-07,7
Presidio,2022-08,9
Presidio,2022-09,14
Presidio,2022-10,3
Presidio,2022-11,5
Presidio,2022-12,8
Presidio Heights,2018-01,22
Presidio Heights,2018-02,24
Presidio Heights,2018-03,14
Presidio Heights,2018-04,15
Presidio Heights,2018-05,28
Presidio Heights,2018-06,8
Presidio Heights,2018-07,25
Presidio Heights,2018-08,24
Presidio Heights,2018-09,28
Presidio Heights,2018-10,21
Presidio Heights,2018-11,22
Presidio Heights,2018-12,28
Presidio Heights,2019-01,10
Presidio Heights,2019-02,17
Presidio Heights,2019-03,18
Presidio Heights,2019-04,25
Presidio Heights,2019-05,22
Presidio Heights,2019-06,15
Presidio Heights,2019-07,32
Presidio Heights,2019-08,39
Presidio Heights,2019-09,33
Presidio Heights,2019-10,27
Presidio Heights,2019-11,20
Presidio Heights,2019-12,35
Presidio Heights,2020-01,28
Presidio Heights,2020-02,23
Presidio Heights,2020-03,19
Presidio Heights,2020-04,29
Presidio Heights,2020-05,35
Presidio Heights,2020-06,30
Presidio Heights,2020-07,39
Presidio Heights,2020-08,41
Presidio Heights,2020-09,30
Presidio Heights,2020-10,32
Presidio Heights,2020-11,38
Presidio Heights,2020-12,40
Presidio Heights,2021-01,34
Presidio Heights,2021-02,33
Presidio Heights,2021-03,27
Presidio Heights,2021-04,19
Presidio Heights,2021-05,17
Presidio Heights,2021-06,27
Presidio Heights,2021-07,26
Presidio Heights,2021-08,29
Presidio Heights,2021-09,29
Presidio Heights,2021-10,26
Presidio Heights,2021-11,38
Presidio Heights,2021-12,27
Presidio Heights,2022-01,27
Presidio Heights,2022-02,25
Presidio Heights,2022-03,31
Presidio Heights,2022-04,22
Presidio Heights,2022-05,21
Presidio Heights,2022-06,26
Presidio Heights,2022-07,17
Presidio Heights,2022-08,20
Presidio Heights,2022-09,27
Presidio Heights,2022-10,29
Presidio Heights,2022-11,22
Presidio Heights,2022-12,40
Russian Hill,2018-01,118
Russian Hill,2018-02,96
Russian Hill,2018-03,90
Russian Hill,2018-04,105
Russian Hill,2018-05,88
Russian Hill,2018-06,75
Russian Hill,2018-07,132
Russian Hill,2018-08,163
Russian Hill,2018-09,123
Russian Hill,2018-10,113
Russian Hill,2018-11,123
Russian Hill,2018-12,138
Russian Hill,2019-01,128
Russian Hill,2019-02,86
Russian Hill,2019-03,96
Russian Hill,2019-04,86
Russian Hill,2019-05,96
Russian Hill,2019-06,96
Russian Hill,2019-07,127
Russian Hill,2019-08,136
Russian Hill,2019-09,95
Russian Hill,2019-10,100
Russian Hill,2019-11,80
Russian Hill,2019-12,101
Russian Hill,2020-01,96
Russian Hill,2020-02,72
Russian Hill,2020-03,58
Russian Hill,2020-04,43
Russian Hill,2020-05,92
Russian Hill,2020-06,79
Russian Hill,2020-07,88
Russian Hill,2020-08,111
Russian Hill,2020-09,83
Russian Hill,2020-10,85
Russian Hill,2020-11,112
Russian Hill,2020-12,93
Russian Hill,2021-01,113
Russian Hill,2021-02,120
Russian Hill,2021-03,109
Russian Hill,2021-04,103
Russian Hill,2021-05,143
Russian Hill,2021-06,146
Russian Hill,2021-07,110
Russian Hill,2021-08,103
Russian Hill,2021-09,122
Russian Hill,2021-10,141
Russian Hill,2021-11,129
Russian Hill,2021-12,104
Russian Hill,2022-01,96
Russian Hill,2022-02,88
Russian Hill,2022-03,123
Russian Hill,2022-04,91
