,Zip Code,Population
0,94102,31067.0
1,94103,28735.0
2,94104,546.0
3,94105,9155.0
4,94107,29689.0
5,94108,14550.0
6,94109,56677.0
7,94110,74161.0
8,94111,3620.0
9,94112,85166.0
10,94114,34754.0
11,94115,35004.0
12,94116,47823.0
13,94117,44239.0
14,94118,41468.0
15,94121,43795.0
16,94122,62131.0
17,94123,25941.0
18,94124,35363.0
19,94127,21423.0
20,94128,135.0
21,94129,3994.0
22,94130,3064.0
23,94131,29902.0
24,94132,31488.0
25,94133,26527.0
26,94134,42471.0
27,94158,7291.0
